Locus_tag	Gene product (predicted)	Batch culture 1	Batch culture 2	standard deviation	Unlimited bioreactor 1	Unlimited bioreactor 2	standard deviation
MBURv2_160090	tRNA-specific adenosine deaminase	37	140	72.83199846	202	191	7.778174593
MBURv2_210568	Flagellar basal body FlaE domain protein	116	125	6.363961031	202	170	22.627417
MBURv2_50346	hypothetical protein	153	218	45.96194078	201	192	6.363961031
MBURv2_60328	Regulatory protein RecX	132	154	15.55634919	201	192	6.363961031
MBURv2_130212	putative chemotaxis protein CheY	118	177	41.71930009	201	198	2.121320344
MBURv2_210170	conserved membrane protein of unknown function	466	345	85.55992052	201	215	9.899494937
MBURv2_120073	conserved exported protein of unknown function	438	336	72.12489168	200	150	35.35533906
MBURv2_130125	Elongation factor P--(R)-beta-lysine ligase	142	158	11.3137085	200	210	7.071067812
MBURv2_160380	conserved membrane protein of unknown function	260	254	4.242640687	200	214	9.899494937
MBURv2_160444	protein of unknown function	396	326	49.49747468	200	176	16.97056275
MBURv2_10040	UBA/ThiF-type NAD/FAD binding protein	152	95	40.30508653	199	173	18.38477631
MBURv2_50034	N-acetylmuramoyl-L-alanine amidase	259	236	16.26345597	199	193	4.242640687
MBURv2_60092	"putative cytochrome c oxidase, subunit II (CbaB)"	212	203	6.363961031	199	211	8.485281374
MBURv2_130523	Phospholipid/glycerol acyltransferase	177	146	21.92031022	199	200	0.707106781
MBURv2_210125	conserved protein of unknown function	59	176	82.7314934	199	189	7.071067812
MBURv2_210199	Methenyltetrahydrofolate cyclohydrolase	193	126	47.37615434	199	177	15.55634919
MBURv2_30036	conserved protein of unknown function	190	195	3.535533906	198	185	9.192388155
MBURv2_30050	conserved exported protein of unknown function	253	182	50.20458146	198	191	4.949747468
MBURv2_50290	conserved protein of unknown function	113	137	16.97056275	198	174	16.97056275
MBURv2_50387	Dienelactone hydrolase	253	238	10.60660172	198	213	10.60660172
MBURv2_140002	exported protein of unknown function	173	136	26.1629509	198	163	24.74873734
MBURv2_160124	"Transcriptional regulator, LysR family"	154	163	6.363961031	198	192	4.242640687
MBURv2_160420	"serine endoprotease, periplasmic"	180	144	25.45584412	198	192	4.242640687
MBURv2_220008	conserved protein of unknown function	174	167	4.949747468	198	184	9.899494937
MBURv2_250038	CheW	164	179	10.60660172	198	189	6.363961031
MBURv2_20162	"heme lyase, CcmF subunit"	231	184	33.23401872	197	217	14.14213562
MBURv2_20408	"2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"	220	153	47.37615434	197	207	7.071067812
MBURv2_50118	D-alanyl-D-alanine endopeptidase	185	197	8.485281374	197	199	1.414213562
MBURv2_60188	"6-carboxy-5,6,7,8-tetrahydropterin synthase"	129	167	26.87005769	197	161	25.45584412
MBURv2_130641	conserved protein of unknown function	474	298	124.4507935	197	227	21.21320344
MBURv2_130864	Ferritin Dps family protein	373	272	71.4177849	197	207	7.071067812
MBURv2_160209	conserved exported protein of unknown function	166	164	1.414213562	197	176	14.8492424
MBURv2_160427	conserved membrane protein of unknown function	227	215	8.485281374	197	211	9.899494937
MBURv2_210093	prolipoprotein signal peptidase (signal peptidase II)	147	203	39.59797975	197	230	23.33452378
MBURv2_20429	membrane protein required for colicin V production	219	211	5.656854249	196	219	16.26345597
MBURv2_160044	indole-3-glycerol phosphate synthase (IGPS)	87	139	36.76955262	196	182	9.899494937
MBURv2_160428	putative Regulator of sigma D	410	385	17.67766953	196	197	0.707106781
MBURv2_20466	23S rRNA pseudouridine synthase	74	101	19.09188309	195	163	22.627417
MBURv2_50335	FeS assembly protein SufD	112	132	14.14213562	195	146	34.64823228
MBURv2_50389	conserved protein of unknown function	234	208	18.38477631	195	204	6.363961031
MBURv2_130654	"leader peptidase (signal peptidase I) , serine protease"	202	164	26.87005769	195	185	7.071067812
MBURv2_150010	putative Fimbrial protein pilin	155	159	2.828427125	195	173	15.55634919
MBURv2_20164	conserved exported protein of unknown function	273	254	13.43502884	194	205	7.778174593
MBURv2_50345	SmpA/OmlA domain protein	206	199	4.949747468	194	186	5.656854249
MBURv2_130628	conserved protein of unknown function	415	758	242.5376259	194	250	39.59797975
MBURv2_160247	MotA/TolQ/ExbB proton channel family protein	149	182	23.33452378	194	206	8.485281374
MBURv2_160368	6-phosphogluconolactonase	38	138	70.71067812	194	159	24.74873734
MBURv2_190034	conserved protein of unknown function	209	178	21.92031022	194	179	10.60660172
MBURv2_210036	GTPase involved in ribosome synthesis and maintenance	119	141	15.55634919	194	193	0.707106781
MBURv2_210313	10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase	151	126	17.67766953	194	173	14.8492424
MBURv2_260002	conserved protein of unknown function	158	171	9.192388155	194	207	9.192388155
MBURv2_60273	conserved protein of unknown function	207	202	3.535533906	193	165	19.79898987
MBURv2_190131	"putative plasmid maintenance system antidote protein, XRE family"	201	177	16.97056275	193	191	1.414213562
MBURv2_20307	putative intracellular septation protein involved in cell division	259	157	72.12489168	192	173	13.43502884
MBURv2_30112	phosphoribosylformyl-glycineamide synthetase	123	124	0.707106781	192	193	0.707106781
MBURv2_30147	(R)-citramalate synthase	113	102	7.778174593	192	170	15.55634919
MBURv2_30151	conserved protein of unknown function	255	171	59.39696962	192	181	7.778174593
MBURv2_30172	transposase (fragment)	301	222	55.86143571	192	212	14.14213562
MBURv2_130492	D-alanyl-D-alanine carboxypeptidase DacC	142	151	6.363961031	192	177	10.60660172
MBURv2_130551	conserved hypothetical protein	168	168	0	192	186	4.242640687
MBURv2_210373	protein of unknown function	151	170	13.43502884	192	199	4.949747468
MBURv2_210423	conserved exported protein of unknown function	220	208	8.485281374	192	231	27.57716447
MBURv2_250072	putative nitrogen regulatory protein P-II	174	138	25.45584412	192	169	16.26345597
MBURv2_60240	HaoB	192	197	3.535533906	191	203	8.485281374
MBURv2_120078	Metal dependent phosphohydrolase	220	265	31.81980515	191	202	7.778174593
MBURv2_130595	toluene transporter subunit: membrane component of ABC superfamily	151	148	2.121320344	191	170	14.8492424
MBURv2_130716	Regulator of ribonuclease activity	179	207	19.79898987	191	184	4.949747468
MBURv2_210574	Flagellar hook-associated protein FlgK	122	143	14.8492424	191	183	5.656854249
MBURv2_50092	Membrane protein-like protein	186	301	81.31727984	190	197	4.949747468
MBURv2_50167	conserved protein of unknown function	192	203	7.778174593	190	175	10.60660172
MBURv2_130326	shikimate kinase I	201	182	13.43502884	190	183	4.949747468
MBURv2_130513	NmmA	157	139	12.72792206	190	176	9.899494937
MBURv2_130588	Lipopolysaccharide transport periplasmic protein LptA	119	143	16.97056275	190	177	9.192388155
MBURv2_160382	Import inner membrane translocase subunit Tim44	203	191	8.485281374	190	185	3.535533906
MBURv2_210185	Glycogen synthase 2 (Modular protein)	240	210	21.21320344	190	177	9.192388155
MBURv2_80074	Elongation factor P-like protein	138	141	2.121320344	189	165	16.97056275
MBURv2_130651	putative sigma-E factor regulatory protein	113	156	30.40559159	189	161	19.79898987
MBURv2_160439	Prevent-host-death family protein	287	112	123.7436867	189	178	7.778174593
MBURv2_230008	putative radical activating enzyme	176	174	1.414213562	189	188	0.707106781
MBURv2_130182	phosphatidylglycerophosphatase A	204	192	8.485281374	188	203	10.60660172
MBURv2_210535	Redoxin domain protein	104	224	84.85281374	188	199	7.778174593
MBURv2_210553	Prevent-host-death family protein	153	130	16.26345597	188	150	26.87005769
MBURv2_20180	"ferrous iron transporter, protein A"	112	82	21.21320344	187	140	33.23401872
MBURv2_50022	lipid A 4'kinase	392	359	23.33452378	187	225	26.87005769
MBURv2_50024	3-deoxy-manno-octulosonate cytidylyltransferase	233	157	53.74011537	187	201	9.899494937
MBURv2_130657	"membrane-associated, 16S rRNA-binding GTPase"	237	168	48.7903679	187	159	19.79898987
MBURv2_130986	conserved protein of unknown function	425	245	127.2792206	187	186	0.707106781
MBURv2_210260	conserved protein of unknown function	96	147	36.06244584	187	179	5.656854249
MBURv2_250002	conserved protein of unknown function	308	191	82.7314934	187	180	4.949747468
MBURv2_130020	conserved exported protein of unknown function	64	153	62.93250353	186	173	9.192388155
MBURv2_160053	Short-chain dehydrogenase/reductase SDR	170	147	16.26345597	186	185	0.707106781
MBURv2_260041	conserved protein of unknown function	206	156	35.35533906	186	189	2.121320344
MBURv2_50312	thymidylate kinase	136	127	6.363961031	185	173	8.485281374
MBURv2_60090	Cytochrome c family protein	269	218	36.06244584	185	198	9.192388155
MBURv2_130317	protein of unknown function	193	338	102.5304833	185	239	38.18376618
MBURv2_210380	protein of unknown function	142	225	58.68986284	185	179	4.242640687
MBURv2_130245	Type IV pilus assembly PilZ	163	152	7.778174593	184	164	14.14213562
MBURv2_130393	protein of unknown function	317	200	82.7314934	184	173	7.778174593
MBURv2_130548	conserved protein of unknown function	160	158	1.414213562	184	175	6.363961031
MBURv2_160108	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	236	142	66.46803743	184	158	18.38477631
MBURv2_250040	conserved protein of unknown function	161	188	19.09188309	184	171	9.192388155
MBURv2_20218	biotin synthase	62	85	16.26345597	183	162	14.8492424
MBURv2_50071	Heat-inducible transcription repressor HrcA	50	84	24.04163056	183	157	18.38477631
MBURv2_60200	protein of unknown function	110	420	219.2031022	183	214	21.92031022
MBURv2_60272	conserved protein of unknown function	202	165	26.1629509	183	163	14.14213562
MBURv2_80107	conserved protein of unknown function	424	319	74.24621202	183	197	9.899494937
MBURv2_120105	conserved exported protein of unknown function	232	186	32.52691193	183	153	21.21320344
MBURv2_130320	conserved protein of unknown function	91	140	34.64823228	183	177	4.242640687
MBURv2_30097	Chromosome partition protein Smc	104	124	14.14213562	182	170	8.485281374
MBURv2_30156	"Precorrin-6y C5,15-methyltransferase (Decarboxylating), CbiE subunit"	211	186	17.67766953	182	184	1.414213562
MBURv2_60012	23S rRNA methyltransferase	70	137	47.37615434	182	173	6.363961031
MBURv2_60169	OmpA/MotB domain protein	179	131	33.9411255	182	159	16.26345597
MBURv2_160222	protein of unknown function	258	224	24.04163056	182	208	18.38477631
MBURv2_160434	"putative 2-oxoglutarate ferredoxin oxidoreductase, beta subunit"	134	238	73.53910524	182	183	0.707106781
MBURv2_210371	"dTDP-4-dehydrorhamnose 3,5-epimerase"	165	155	7.071067812	182	175	4.949747468
MBURv2_20314	conserved protein of unknown function	70	175	74.24621202	181	179	1.414213562
MBURv2_20315	conserved protein of unknown function	202	154	33.9411255	181	164	12.02081528
MBURv2_20452	Ethyl tert-butyl ether degradation EthD	346	374	19.79898987	181	173	5.656854249
MBURv2_50048	dihydrolipoyltranssuccinase	174	171	2.121320344	181	164	12.02081528
MBURv2_80077	putative 5'-adenylylsulfate reductase (APS reductase) (cysH-like)	131	108	16.26345597	181	141	28.28427125
MBURv2_80101	"succinate dehydrogenase, flavoprotein subunit"	327	247	56.56854249	181	199	12.72792206
MBURv2_130656	RNase III	305	181	87.68124087	181	180	0.707106781
MBURv2_130778	chromosome partitioning protein	140	139	0.707106781	181	178	2.121320344
MBURv2_210094	N-acetyl-anhydromuranmyl-L-alanine amidase	130	234	73.53910524	181	185	2.828427125
MBURv2_20473	Recombination-associated protein RdgC	144	151	4.949747468	180	161	13.43502884
MBURv2_60253	conserved protein of unknown function	295	288	4.949747468	180	208	19.79898987
MBURv2_130251	23S rRNA pseudouridylate synthase	109	123	9.899494937	180	163	12.02081528
MBURv2_130395	2-polyprenyl-6-methoxyphenol 4-hydroxylase	144	144	0	180	179	0.707106781
MBURv2_160068	conserved protein of unknown function	264	234	21.21320344	180	196	11.3137085
MBURv2_190092	integral membrane protein involved in stabilizing FstZ ring during cell division	162	174	8.485281374	180	189	6.363961031
MBURv2_10020	Methyltransferase type 11	57	44	9.192388155	179	154	17.67766953
MBURv2_80100	"succinate dehydrogenase, FeS subunit"	188	217	20.50609665	179	180	0.707106781
MBURv2_130213	putative methyl-accepting chemotaxis sensory transducer	144	139	3.535533906	179	177	1.414213562
MBURv2_130324	conserved protein of unknown function	118	164	32.52691193	179	180	0.707106781
MBURv2_130475	Tetratricopeptide TPR_2 repeat protein	203	162	28.99137803	179	177	1.414213562
MBURv2_130531	Glucokinase	168	216	33.9411255	179	182	2.121320344
MBURv2_130591	D-arabinose 5-phosphate isomerase	125	153	19.79898987	179	182	2.121320344
MBURv2_20044	conserved protein of unknown function	117	131	9.899494937	178	144	24.04163056
MBURv2_130248	conserved exported protein of unknown function	261	141	84.85281374	178	175	2.121320344
MBURv2_130250	putative phosphoglycolate phosphatase protein	175	193	12.72792206	178	191	9.192388155
MBURv2_130570	conserved protein of unknown function	311	227	59.39696962	178	201	16.26345597
MBURv2_210117	conserved protein of unknown function	56	64	5.656854249	178	144	24.04163056
MBURv2_20483	diaminopimelate decarboxylase	111	144	23.33452378	177	170	4.949747468
MBURv2_30017	phosphoribosylglycinamide synthetase phosphoribosylamine-glycine ligase	75	113	26.87005769	177	159	12.72792206
MBURv2_30178	conserved protein of unknown function	212	145	47.37615434	177	151	18.38477631
MBURv2_50439	protein of unknown function	145	189	31.11269837	176	166	7.071067812
MBURv2_130089	putative Peroxiredoxin	217	176	28.99137803	176	160	11.3137085
MBURv2_130379	conserved protein of unknown function	187	157	21.21320344	176	166	7.071067812
MBURv2_130729	Diguanylate cyclase	159	176	12.02081528	176	179	2.121320344
MBURv2_20446	conserved protein of unknown function	113	176	44.54772721	175	168	4.949747468
MBURv2_50112	Chemotaxis protein PomA	287	203	59.39696962	175	185	7.071067812
MBURv2_50348	Transporter	224	208	11.3137085	175	186	7.778174593
MBURv2_130364	conserved protein of unknown function	94	159	45.96194078	175	180	3.535533906
MBURv2_160032	protein of unknown function	202	189	9.192388155	175	178	2.121320344
MBURv2_160060	deoxyuridinetriphosphatase	19	102	58.68986284	175	137	26.87005769
MBURv2_160208	Uncharacterized oxidoreductase YbbO	126	141	10.60660172	175	163	8.485281374
MBURv2_190036	conserved protein of unknown function	186	105	57.27564928	175	155	14.14213562
MBURv2_250005	putative Flp pilus assembly CpaB	173	183	7.071067812	175	190	10.60660172
MBURv2_20197	putative methyltransferase	119	128	6.363961031	174	157	12.02081528
MBURv2_50163	Protein HupE	163	232	48.7903679	174	202	19.79898987
MBURv2_120006	conserved protein of unknown function	166	142	16.97056275	174	149	17.67766953
MBURv2_130244	Forkhead-associated protein	123	158	24.74873734	174	161	9.192388155
MBURv2_130572	putative MxaK protein	163	188	17.67766953	174	169	3.535533906
MBURv2_160284	Biopolymer transport protein exbD2	84	144	42.42640687	174	183	6.363961031
MBURv2_210038	PAS/PAC sensor signal transduction histidine kinase	164	138	18.38477631	174	180	4.242640687
MBURv2_10046	XorII very short patch repair endonuclease	216	137	55.86143571	173	152	14.8492424
MBURv2_20056	protein of unknown function	97	273	124.4507935	173	216	30.40559159
MBURv2_60065	"DNA polymerase III/DNA elongation factor III, tau and gamma subunits"	187	101	60.81118318	173	146	19.09188309
MBURv2_60080	Ribofuranosylaminobenzene 5'-phosphate (RFAP) synthase	127	148	14.8492424	173	173	0
MBURv2_60097	transposase (fragment)	113	155	29.69848481	173	170	2.121320344
MBURv2_60099	NADH dehydrogenase	160	126	24.04163056	173	148	17.67766953
MBURv2_130979	transposase	154	150	2.828427125	173	164	6.363961031
MBURv2_160438	"Addiction module toxin, Txe/YoeB family"	159	125	24.04163056	173	165	5.656854249
MBURv2_210181	4-alpha-glucanotransferase	248	190	41.01219331	173	173	0
MBURv2_220013	"putative ABC-type tungstate transport system, permease component"	226	146	56.56854249	173	187	9.899494937
MBURv2_60098	transposase (fragment)	154	147	4.949747468	172	159	9.192388155
MBURv2_130107	conserved protein of unknown function	428	264	115.9655121	172	214	29.69848481
MBURv2_130544	conserved protein of unknown function	150	129	14.8492424	172	147	17.67766953
MBURv2_130638	conserved protein of unknown function	200	175	17.67766953	172	156	11.3137085
MBURv2_160159	transposase	116	136	14.14213562	172	162	7.071067812
MBURv2_160181	conserved protein of unknown function	127	141	9.899494937	172	159	9.192388155
MBURv2_160285	"putative ferric siderophore transport system, C-terminal periplasmic binding protein TonB"	103	152	34.64823228	172	196	16.97056275
MBURv2_190048	Electron transport complex protein RnfG	244	259	10.60660172	172	178	4.242640687
MBURv2_210155	protein of unknown function	178	170	5.656854249	172	166	4.242640687
MBURv2_210567	Flagellar hook capping protein	130	93	26.1629509	172	139	23.33452378
MBURv2_250026	Flagellar biosynthetic protein FlhF	126	98	19.79898987	172	145	19.09188309
MBURv2_260009	conserved protein of unknown function	251	164	61.51828996	172	162	7.071067812
MBURv2_20076	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	106	105	0.707106781	171	157	9.899494937
MBURv2_20232	Signal recognition particle receptor FtsY	126	125	0.707106781	171	171	0
MBURv2_20478	Lipase	197	189	5.656854249	171	183	8.485281374
MBURv2_50020	putative biopolymer transport protein ExbB-like	170	160	7.071067812	171	190	13.43502884
MBURv2_50130	putative secretion system protein (EvpB-like)	279	297	12.72792206	171	177	4.242640687
MBURv2_60154	"1-deoxyxylulose-5-phosphate synthase, thiamine-requiring, FAD-requiring"	192	153	27.57716447	171	163	5.656854249
MBURv2_60266	conserved protein of unknown function	130	182	36.76955262	171	145	18.38477631
MBURv2_130373	Predicted transcriptional regulator	110	71	27.57716447	171	158	9.192388155
MBURv2_160057	conserved exported protein of unknown function	147	162	10.60660172	171	165	4.242640687
MBURv2_210039	Response regulator rcp1	115	123	5.656854249	171	166	3.535533906
MBURv2_210368	"CDP-glucose 4,6-dehydratase"	187	156	21.92031022	171	161	7.071067812
MBURv2_240088	conserved exported protein of unknown function	183	164	13.43502884	171	155	11.3137085
MBURv2_20005	conserved membrane protein of unknown function	96	67	20.50609665	170	155	10.60660172
MBURv2_20071	urease alpha subunit	163	194	21.92031022	170	177	4.949747468
MBURv2_20451	conserved exported protein of unknown function	294	369	53.03300859	170	162	5.656854249
MBURv2_50023	conserved hypothetical protein	179	131	33.9411255	170	172	1.414213562
MBURv2_120097	transposase	110	144	24.04163056	170	160	7.071067812
MBURv2_210163	protein of unknown function	296	414	83.43860018	170	241	50.20458146
MBURv2_230004	conserved protein of unknown function	140	197	40.30508653	170	181	7.778174593
MBURv2_250103	putative enzyme	118	131	9.192388155	170	144	18.38477631
MBURv2_10078	Protein KleE	104	58	32.52691193	169	149	14.14213562
MBURv2_20158	heme exporter subunit ; membrane component of ABC superfamily	180	179	0.707106781	169	207	26.87005769
MBURv2_20284	glutaredoxin	101	129	19.79898987	169	148	14.8492424
MBURv2_30071	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	72	93	14.8492424	169	164	3.535533906
MBURv2_50350	HopJ type III effector protein	197	135	43.84062043	169	133	25.45584412
MBURv2_60131	conserved protein of unknown function	159	155	2.828427125	169	178	6.363961031
MBURv2_80049	"NAD synthetase, NH3/glutamine-dependent"	167	145	15.55634919	169	179	7.071067812
MBURv2_130088	conserved protein of unknown function	122	156	24.04163056	169	138	21.92031022
MBURv2_130714	putative peptidase	130	129	0.707106781	169	142	19.09188309
MBURv2_160142	Response regulator receiver protein	107	96	7.778174593	169	178	6.363961031
MBURv2_160249	"Biopolymer transport protein, ExbD/TolR family"	211	137	52.32590181	169	173	2.828427125
MBURv2_190108	putative Glyceraldehyde-3-phosphate dehydrogenase	240	218	15.55634919	169	170	0.707106781
MBURv2_190121	SirA family protein	229	116	79.90306627	169	173	2.828427125
MBURv2_10075	"putative conjugal transfer protein, transcriptional repressor protein TrbA"	120	145	17.67766953	168	175	4.949747468
MBURv2_20159	heme exporter subunit ; membrane component of ABC superfamily	139	104	24.74873734	168	154	9.899494937
MBURv2_20469	Phosphoglucomutase	197	198	0.707106781	168	159	6.363961031
MBURv2_50331	Ribosomal RNA small subunit methyltransferase J	160	147	9.192388155	168	159	6.363961031
MBURv2_50454	conserved protein of unknown function	130	161	21.92031022	168	162	4.242640687
MBURv2_120092	conserved exported protein of unknown function	246	186	42.42640687	168	162	4.242640687
MBURv2_130149	conserved protein of unknown function	0	170	120.2081528	168	176	5.656854249
MBURv2_130264	Ribose-phosphate pyrophosphokinase	307	434	89.80256121	168	188	14.14213562
MBURv2_130288	Cytochrome c class I	194	211	12.02081528	168	169	0.707106781
MBURv2_160517	conserved protein of unknown function	274	153	85.55992052	168	146	15.55634919
MBURv2_220023	"component of RuvABC resolvasome, endonuclease"	70	118	33.9411255	168	156	8.485281374
MBURv2_80105	Diguanylate cyclase	148	119	20.50609665	167	131	25.45584412
MBURv2_120111	conserved protein of unknown function	83	92	6.363961031	167	145	15.55634919
MBURv2_20002	conserved protein of unknown function	484	133	248.1944802	166	134	22.627417
MBURv2_20052	mannose-1-phosphate guanyltransferase	93	139	32.52691193	166	153	9.192388155
MBURv2_50017	N5-glutamine methyltransferase	168	115	37.4766594	166	163	2.121320344
MBURv2_50325	conserved protein of unknown function	109	167	41.01219331	166	164	1.414213562
MBURv2_60360	Methyl-accepting chemotaxis sensory transducer with Pas/Pac sensor	162	160	1.414213562	166	157	6.363961031
MBURv2_130211	Anti-sigma-factor antagonist	185	124	43.13351365	166	152	9.899494937
MBURv2_130423	"molybdopterin biosynthesis, protein C"	164	130	24.04163056	166	155	7.778174593
MBURv2_130753	guanylate kinase	112	135	16.26345597	166	142	16.97056275
MBURv2_160134	putative S-adenosyl-L-methionine-dependent methyltransferase	94	129	24.74873734	166	155	7.778174593
MBURv2_160194	conserved exported protein of unknown function	181	155	18.38477631	166	161	3.535533906
MBURv2_210215	transposase (fragment)	163	128	24.74873734	166	154	8.485281374
MBURv2_210396	conserved protein of unknown function	110	104	4.242640687	166	160	4.242640687
MBURv2_30159	CbiX protein	74	127	37.4766594	165	143	15.55634919
MBURv2_50077	protein of unknown function	88	108	14.14213562	165	122	30.40559159
MBURv2_130216	protein of unknown function	427	331	67.88225099	165	230	45.96194078
MBURv2_130362	Glycosyl transferase family 2	115	131	11.3137085	165	150	10.60660172
MBURv2_130679	N-acetyl-gamma-glutamyl-phosphate reductase	135	110	17.67766953	165	166	0.707106781
MBURv2_210040	Response regulator receiver modulated diguanylate cyclase/phosphodiesterase	181	140	28.99137803	165	180	10.60660172
MBURv2_210271	delta-aminolevulinic acid dehydratase (Porphobilinogen synthase)	145	156	7.778174593	165	172	4.949747468
MBURv2_50347	conserved hypothetical protein	343	220	86.97413409	164	171	4.949747468
MBURv2_80011	transposase	88	141	37.4766594	164	156	5.656854249
MBURv2_120082	conserved protein of unknown function	124	214	63.63961031	164	182	12.72792206
MBURv2_130261	Outer membrane protein assembly factor BamA	145	130	10.60660172	164	160	2.828427125
MBURv2_130282	conserved protein of unknown function	280	247	23.33452378	164	185	14.8492424
MBURv2_130412	Ribosomal-protein-alanine acetyltransferase	96	143	33.23401872	164	157	4.949747468
MBURv2_160257	HicB protein	112	94	12.72792206	164	132	22.627417
MBURv2_160282	"Biopolymer transport protein, MotA/TolQ/ExbB proton channel-related"	157	148	6.363961031	164	182	12.72792206
MBURv2_160527	protein of unknown function	363	278	60.1040764	164	184	14.14213562
MBURv2_210052	"homocysteine-N5-methyltetrahydrofolate transmethylase, B12-dependent"	114	134	14.14213562	164	166	1.414213562
MBURv2_210575	"putative Flagellin, N-terminus"	96	102	4.242640687	164	145	13.43502884
MBURv2_20074	urease accessory protein	154	142	8.485281374	163	160	2.121320344
MBURv2_20484	conserved exported protein of unknown function	57	74	12.02081528	163	110	37.4766594
MBURv2_50107	prolyl-tRNA synthetase	163	143	14.14213562	163	159	2.828427125
MBURv2_60124	Peptidase M48 Ste24p	166	124	29.69848481	163	153	7.071067812
MBURv2_130197	General secretion pathway protein H	124	146	15.55634919	163	172	6.363961031
MBURv2_130579	putative phosphate permease jhp_1384	121	134	9.192388155	163	162	0.707106781
MBURv2_160078	protein of unknown function	211	188	16.26345597	163	189	18.38477631
MBURv2_160294	putative NAD(P)H dehydrogenase (Quinone)	191	110	57.27564928	163	145	12.72792206
MBURv2_160445	exported protein of unknown function	251	225	18.38477631	163	178	10.60660172
MBURv2_160464	conserved protein of unknown function	387	304	58.68986284	163	198	24.74873734
MBURv2_160550	conserved protein of unknown function	144	142	1.414213562	163	162	0.707106781
MBURv2_210124	glutamate-1-semialdehyde aminotransferase (aminomutase)	211	139	50.91168825	163	146	12.02081528
MBURv2_260026	"DNA topoisomerase IV, subunit B"	143	111	22.627417	163	154	6.363961031
MBURv2_20067	HupE/UreJ protein	144	175	21.92031022	162	178	11.3137085
MBURv2_20476	conserved protein of unknown function	158	141	12.02081528	162	136	18.38477631
MBURv2_30161	"Cobyrinic acid A,C-diamide synthase"	181	180	0.707106781	162	170	5.656854249
MBURv2_50215	conserved protein of unknown function	155	130	17.67766953	162	147	10.60660172
MBURv2_80076	Glutamate--cysteine ligase	133	108	17.67766953	162	135	19.09188309
MBURv2_130230	conserved protein of unknown function	43	183	98.99494937	162	134	19.79898987
MBURv2_160024	conserved protein of unknown function	23	108	60.1040764	162	149	9.192388155
MBURv2_210064	conserved exported protein of unknown function	33	105	50.91168825	162	123	27.57716447
MBURv2_210342	DNA gyrase inhibitor	55	184	91.21677477	162	143	13.43502884
MBURv2_210569	flagellar component of cell-proximal portion of basal-body rod	176	128	33.9411255	162	164	1.414213562
MBURv2_20439	Phosphoglycolate phosphatase 2	77	114	26.1629509	161	127	24.04163056
MBURv2_50113	OmpA family protein	262	186	53.74011537	161	179	12.72792206
MBURv2_50129	putative secretion system protein (EvpA-like)	361	234	89.80256121	161	164	2.121320344
MBURv2_60129	conserved hypothetical protein	225	122	72.83199846	161	148	9.192388155
MBURv2_130272	conserved exported protein of unknown function	310	220	63.63961031	161	167	4.242640687
MBURv2_130479	Mov34/MPN/PAD-1 family protein	209	162	33.23401872	161	151	7.071067812
MBURv2_130483	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit A	186	108	55.15432893	161	167	4.242640687
MBURv2_130691	glycerol-3-phosphate dehydrogenase (NAD+)	122	131	6.363961031	161	149	8.485281374
MBURv2_20435	NhaP-type Na+(K+)/H+ antiporter	181	176	3.535533906	160	177	12.02081528
MBURv2_50082	Sulfur oxidation protein SoxZ	147	190	30.40559159	160	167	4.949747468
MBURv2_130116	methionine aminopeptidase	182	113	48.7903679	160	136	16.97056275
MBURv2_130210	CheA signal transduction histidine kinase	166	148	12.72792206	160	158	1.414213562
MBURv2_130704	putative inner membrane NADH-quinone reductase	76	126	35.35533906	160	142	12.72792206
MBURv2_130802	conserved protein of unknown function	490	325	116.6726189	160	243	58.68986284
MBURv2_210324	conserved protein of unknown function	252	164	62.22539674	160	173	9.192388155
MBURv2_210570	flagellar component of cell-distal portion of basal-body rod	132	118	9.899494937	160	149	7.778174593
MBURv2_20261	"Transcriptional regulator, MarR family"	124	126	1.414213562	159	157	1.414213562
MBURv2_50216	conserved protein of unknown function	185	114	50.20458146	159	135	16.97056275
MBURv2_90002	conserved protein of unknown function	153	141	8.485281374	159	131	19.79898987
MBURv2_120057	potassium transporter	108	119	7.778174593	159	168	6.363961031
MBURv2_130233	flagellum-specific ATP synthase	140	136	2.828427125	159	168	6.363961031
MBURv2_130567	pantothenate synthetase	193	168	17.67766953	159	151	5.656854249
MBURv2_160035	conserved protein of unknown function	139	104	24.74873734	159	144	10.60660172
MBURv2_160066	transporter	176	123	37.4766594	159	151	5.656854249
MBURv2_160105	O-sialoglycoprotein endopeptidase	138	141	2.121320344	159	161	1.414213562
MBURv2_190101	Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S)	169	143	18.38477631	159	147	8.485281374
MBURv2_210372	putative CDP-abequose synthase	127	127	0	159	168	6.363961031
MBURv2_240065	conserved membrane protein of unknown function	233	132	71.4177849	159	159	0
MBURv2_20437	FeS assembly SUF system protein SufT	127	160	23.33452378	158	135	16.26345597
MBURv2_50067	N-carbamoylputrescine amidase	78	120	29.69848481	158	140	12.72792206
