Gene ID	product	MB_31_BR1	MB_31_BR2	MIX_31_13_BR1	MIX_31_13_BR2	MIX_31_JLW8_BR1	MIX_31_JLW8_BR2
T449DRAFT_1326	"transcription elongation factor, GreA/GreB family"	167.4186701	177.4637522	181.9081103	186.4094673	175.2655645	201.9872881
T449DRAFT_1327	hypothetical protein	1735.224758	2066.253634	2008.689027	2197.097993	2465.402275	2041.134701
T449DRAFT_1328	Peptidase S24-like protein	135.1556972	131.419103	154.9587606	177.360464	103.8610753	127.5709188
T449DRAFT_1329	nucleotidyltransferase/DNA polymerase involved in DNA repair	543.2387056	547.7394732	599.6230302	645.1939328	518.007113	459.2553078
T449DRAFT_1330	PLD-like domain	136.0276695	176.5044887	235.8068096	209.0319754	223.3013119	242.3847458
T449DRAFT_1331	hypothetical protein	102.8927243	123.7449948	117.4221664	100.4439362	80.49233334	114.8138269
T449DRAFT_1332	DNA-methyltransferase Dcm	2191.266239	1978.960653	2181.934846	1977.207213	2110.976355	2115.551071
T449DRAFT_1333	HNH endonuclease	1573.037921	1553.047648	1631.398132	1615.247083	1517.669963	1588.257939
T449DRAFT_1334	T/G mismatch-specific endonuclease	517.9515106	503.613351	479.3134334	479.5971731	484.2522635	566.6274978
T449DRAFT_1335	Protein of unknown function DUF262	3275.127734	3562.704734	3566.938924	3423.237935	3875.316372	3703.80901
T449DRAFT_1336	hypothetical protein	3269.023928	3405.385516	3270.496078	3406.949729	3954.510441	3732.512467
T449DRAFT_1337	hypothetical protein	2336.013631	2464.347997	2470.677879	2315.639936	3036.638189	2697.061842
T449DRAFT_1338	BRO family protein	311.2940897	279.145686	227.1445186	232.5593839	267.4422689	244.5109278
T449DRAFT_1339	hypothetical protein	276.4152001	223.5084015	143.4090393	188.2192679	173.9673011	206.2396521
T449DRAFT_1340	Protein of unknown function (DUF2974)	695.8338476	718.4883807	405.2027218	488.6461763	528.3932205	638.9176851
T449DRAFT_1341	hypothetical protein	259.8477275	235.0195638	213.6698438	179.1702647	196.0377796	224.3121989
T449DRAFT_1342	hypothetical protein	851.9168786	755.8996582	702.608045	713.9663576	751.6945324	768.6147859
T449DRAFT_1343	Alpha/beta hydrolase of unknown function (DUF900)	621.7162072	597.6211765	469.6886657	569.1823054	582.920285	629.3498662
T449DRAFT_1344	hypothetical protein	791.750794	751.1033406	645.8219153	642.4792318	782.8528549	656.990232
T449DRAFT_1345	dienelactone hydrolase-like enzyme	619.1002905	613.9286564	525.5123186	604.4734181	653.0265108	660.1795049
T449DRAFT_1346	hypothetical protein	81.09341833	90.17077141	95.28520062	73.29692645	99.96628496	74.41636932
T449DRAFT_1347	Phage virion morphogenesis family	88.06919625	109.3560419	109.7223522	105.8733382	103.8610753	105.246008
T449DRAFT_1348	Phage Mu protein F like protein	459.5293705	410.564789	425.4147341	417.1590505	424.5321452	467.7600357
T449DRAFT_1349	hypothetical protein	18.31141704	22.06306109	22.1369658	21.71760784	23.36874194	30.82963872
T449DRAFT_1350	Mu-like prophage protein gp29	113.3563912	108.3967784	109.7223522	121.2566438	115.5454463	138.2018287
T449DRAFT_1351	hypothetical protein	6.103805681	5.755581154	2.887430322	3.619601306	2.596526882	5.315454951
T449DRAFT_1352	"uncharacterized phage protein, putative large terminase"	37.49480632	30.69643282	32.72421031	32.57641176	45.43922044	44.64982159
T449DRAFT_1353	Protein of unknown function (DUF1804)	6.103805681	6.71484468	15.39962838	11.76370425	14.28089785	10.6309099
T449DRAFT_1354	hypothetical protein	6.103805681	8.633371731	6.737337417	5.429401959	15.57916129	9.567818912
T449DRAFT_1355	hypothetical protein	39.2387508	31.65569635	35.61164064	30.7666111	35.05311291	37.20818466
T449DRAFT_1356	Domain of unknown function (DUF4406)	29.64705616	23.02232462	27.91182644	19.90780718	12.98263441	9.567818912
T449DRAFT_1357	transglycosylase family protein	24.41522272	25.90011519	17.32458193	18.09800653	19.47395162	21.2618198
T449DRAFT_1358	Protein of unknown function (DUF4063)	14.82352808	16.30747994	9.624767739	6.334302286	9.087844087	8.504727922
T449DRAFT_1359	Protein of unknown function (DUF2786)	80.22144609	66.18918327	84.69795611	64.24792318	72.7027527	76.5425513
T449DRAFT_1360	hypothetical protein	22.67127824	12.47042583	10.58724451	4.524501633	24.66700538	19.13563782
T449DRAFT_1361	hypothetical protein	58.42214009	51.80023039	43.31145483	58.81852123	64.91317205	66.97473239
T449DRAFT_1362	hypothetical protein	471.7369819	610.0916023	521.6624115	517.6029868	677.6935162	684.6305977
T449DRAFT_1363	micrococcal nuclease-like nuclease	859.7646287	858.5408555	864.304143	912.1395292	860.7486614	865.3560661
T449DRAFT_1364	hypothetical protein	1016.719632	1038.882398	951.8895294	969.1482497	1013.943747	1178.967908
T449DRAFT_1365	Helix-turn-helix domain	1718.657285	1747.778144	1821.968533	1750.077232	1439.774156	1643.538671
T449DRAFT_1366	"phage-associated protein, BcepMu gp16 family"	5.23183344	8.633371731	6.737337417	8.144102939	1.298263441	5.315454951
T449DRAFT_1367	hypothetical protein	4.3598612	5.755581154	8.662290965	2.71470098	5.193053764	4.252363961
T449DRAFT_1368	hypothetical protein	102.0207521	85.37445378	70.2608045	84.15573037	102.5628118	92.48891615
T449DRAFT_1369	integrase family protein	73.24566817	116.0708866	68.33585095	77.82142808	118.1419731	110.561463
T449DRAFT_1370	Protein of unknown function (DUF3164)	34.00691736	50.84096686	42.34897805	46.14991665	58.42185485	55.28073149
T449DRAFT_1371	"uncharacterized ATPase, putative transposase"	53.19030664	73.86329148	50.04879224	45.24501633	55.82532796	47.83909456
T449DRAFT_1372	hypothetical protein	26.1591672	14.38895289	20.21201225	19.90780718	18.17568817	22.3249108
T449DRAFT_1373	hypothetical protein	9.591694641	13.42968936	13.47467483	16.28820588	10.38610753	11.69400089
T449DRAFT_1374	hypothetical protein	29.64705616	31.65569635	45.23640837	16.28820588	33.75484947	30.82963872
T449DRAFT_1375	hypothetical protein	39.2387508	52.75949391	42.34897805	42.53031535	64.91317205	72.29018734
T449DRAFT_1376	Protein of unknown function (DUF1018)	73.24566817	66.18918327	89.51033998	57.9136209	71.40448926	86.11037021
T449DRAFT_1377	hypothetical protein	61.03805681	41.2483316	60.63603676	45.24501633	67.50969893	30.82963872
T449DRAFT_1378	Mu-like prophage I protein	19.18338928	39.32980455	29.83677999	28.05191012	44.140957	26.57727476
T449DRAFT_1379	Mu-like prophage major head subunit gpT	39.2387508	61.39286564	49.08631547	48.86461763	45.43922044	58.47000446
T449DRAFT_1380	hypothetical protein	35.75086184	56.59654801	37.53659418	29.86171078	31.15832259	37.20818466
T449DRAFT_1381	Mu-like prophage protein gp36	34.00691736	38.37054103	38.49907096	39.81561437	36.35137635	51.02836753
T449DRAFT_1382	hypothetical protein	28.77508392	27.81864224	28.87430322	28.05191012	25.96526882	28.70345674
T449DRAFT_1383	Mu-like prophage tail sheath protein gpL	84.58130729	105.5189878	77.96061869	87.77533167	115.5454463	109.498372
T449DRAFT_1384	Phage tail tube protein	63.65397353	84.41519026	57.74860644	61.5332222	61.01838173	70.16400536
T449DRAFT_1385	Mu-like prophage FluMu protein gp41	84.58130729	109.3560419	100.0975845	89.58513233	81.79059679	77.60564229
T449DRAFT_1386	Phage-related minor tail protein	39.2387508	50.84096686	39.46154773	30.7666111	54.52706452	60.59618644
T449DRAFT_1387	Mu-like prophage DNA circulation protein	43.598612	51.80023039	24.06191935	46.14991665	40.24616667	41.46054862
T449DRAFT_1388	Mu-like prophage tail protein gpP	77.60552937	64.27065622	64.48594385	47.05481698	58.42185485	66.97473239
T449DRAFT_1389	Mu-like prophage protein gp45	32.26297288	19.18527051	37.53659418	28.05191012	28.5617957	38.27127565
T449DRAFT_1390	Phage protein GP46	30.5190284	23.02232462	26.94934967	28.95681045	28.5617957	35.08200268
T449DRAFT_1391	uncharacterized phage Mu protein gp47-like protein	165.6747256	134.2968936	148.2214232	113.1125408	142.8089785	150.9589206
T449DRAFT_1392	hypothetical protein	101.1487798	112.2338325	102.9850148	112.2076405	157.0898764	108.435281
T449DRAFT_1393	hypothetical protein	316.5259231	280.1049495	288.7430322	291.3779051	245.3717904	331.684389
T449DRAFT_1394	hypothetical protein	204.0415042	226.3861921	189.6079245	165.5967598	209.020414	240.2585638
T449DRAFT_1395	Mu-like prophage protein Com	18.31141704	37.4112775	25.02439612	27.1470098	28.5617957	30.82963872
T449DRAFT_1396	DNA adenine methylase Dam	132.5397805	136.2154206	147.2589464	137.5448496	120.7385	138.2018287
T449DRAFT_1397	Patatin-like phospholipase	1170.186746	1143.442123	1015.412996	919.3787318	1139.875301	1208.734456
T449DRAFT_1399	transcription elongation factor GreB	488.3044544	533.3505203	462.9513283	479.5971731	512.8140592	518.7884032
T449DRAFT_1400	hypothetical protein	698.4497643	753.0218677	609.2477979	698.5830521	820.5024947	728.2173283
T449DRAFT_1401	phage integrase family protein	2055.23857	2313.743624	1909.553919	2204.337195	2667.931371	2502.516191
T449DRAFT_1402	phage integrase family protein	1346.325139	1423.547072	1410.990951	1462.318928	1634.513672	1555.302119
T449DRAFT_1405	transglycosylase family protein	1640.179784	1399.565484	1690.109215	1575.431469	1332.018291	1451.119202
T449DRAFT_1406	bacterial lipocalin	428.1383699	384.6646738	440.8143625	400.8708447	333.6537043	410.3531222
T449DRAFT_1407	EF hand/EF-hand domain pair	243.280255	228.3047191	256.9812986	297.7122074	154.4933495	180.7254683
T449DRAFT_1408	signal transduction histidine kinase	1236.456636	1089.723365	1022.150334	1115.742103	912.6791991	870.671521
T449DRAFT_1409	response regulator with CheY-like receiver domain and winged-helix DNA-binding domain	299.9584506	329.0273893	323.392196	318.5249149	275.2318495	312.5487511
T449DRAFT_1410	LTXXQ motif family protein	95.04497417	85.37445378	94.32272384	77.82142808	115.5454463	122.2554639
T449DRAFT_1411	Alpha/beta hydrolase family	112.484419	100.7226702	99.13510771	72.39202612	88.28191399	107.37219
T449DRAFT_1412	uncharacterized domain HDIG-containing protein	4730.449402	4250.496682	3774.833907	3921.838015	4062.266307	3855.831022
T449DRAFT_1413	"putative addiction module component, TIGR02574 family"	355.764674	372.194248	319.5422889	308.5710114	307.6884355	390.1543934
T449DRAFT_1414	Plasmid stabilisation system protein	386.2837024	401.9314173	348.4165922	342.0523234	442.7078334	380.5865745
T449DRAFT_1415	transcriptional regulator	478.7127598	503.613351	424.4522573	499.5049803	416.7425646	441.1827609
T449DRAFT_1416	hypothetical protein	116.8442802	154.4414276	106.8349219	102.2537369	109.054129	114.8138269
T449DRAFT_1417	Alpha/beta hydrolase family	162.1868367	180.3415428	130.8968413	143.8791519	136.3176613	148.8327386
T449DRAFT_1418	TIGR01777 family protein	3502.712488	3295.070211	2330.15627	2615.161944	2496.560597	2768.288939
T449DRAFT_1419	deoxyribodipyrimidine photolyase	2252.304296	2043.23131	1861.430081	1857.76037	1863.008038	1885.923417
T449DRAFT_1420	hypothetical protein	861.5085732	739.5921783	844.0921307	853.3210079	590.7098657	818.5800625
T449DRAFT_1421	hypothetical protein	1475.37703	1545.37354	1536.112931	1569.097166	1589.074452	1541.481936
T449DRAFT_1422	nucleoside-diphosphate-sugar epimerase	2226.145129	1925.241896	1898.004198	2076.746249	2181.082581	2085.784523
T449DRAFT_1423	NADH:flavin oxidoreductase	1811.958315	1688.303805	1396.553799	1453.269924	1631.917145	1645.664853
T449DRAFT_1424	Hsp70 protein	547.5985668	606.2545482	701.6455682	633.4302286	691.9744141	561.3120428
T449DRAFT_1425	Protein of unknown function (DUF861)	5687.874922	5870.692777	8601.654929	6454.654029	4507.570667	5187.884032
T449DRAFT_1426	hypothetical protein	18175.38937	17637.01918	7960.645397	10276.04811	11320.85721	16117.5225
T449DRAFT_1427	hypothetical protein	39.2387508	35.49275045	36.57411741	37.10091339	28.5617957	32.9558207
T449DRAFT_1428	transcriptional regulator	132.5397805	141.9710018	131.859318	142.9742516	127.2298172	120.1292819
T449DRAFT_1429	hypothetical protein	311.2940897	317.516227	337.8293476	336.6229215	310.2849624	300.8547502
T449DRAFT_1431	ATP-dependent metalloprotease FtsH	325.2456455	261.8789425	277.1933109	258.8014934	263.5474785	261.5203836
T449DRAFT_1432	hypothetical protein	2190.394267	2061.457317	2516.876764	2803.381212	1757.848699	2234.617261
T449DRAFT_1433	hypothetical protein	463.8892317	428.790796	451.401607	466.9285685	353.127656	419.9209411
T449DRAFT_1434	predicted transcription regulator containing HTH domain	920.8026855	871.0112813	869.1165269	973.6727514	1067.172549	1009.936441
T449DRAFT_1435	site-specific recombinase XerD	4013.688221	3904.202549	3675.6988	3620.506206	3774.051823	3968.518667
T449DRAFT_1436	hypothetical protein	168.2906423	230.2232462	160.7336212	149.3085539	197.336043	187.1040143
T449DRAFT_1437	hypothetical protein	1673.314729	1999.105188	12927.02555	5526.226294	1677.356366	1613.772123
T449DRAFT_1438	hypothetical protein	1241.68847	1476.306566	2482.2276	1744.64783	1439.774156	1430.920473
T449DRAFT_1439	putative DNA-binding protein	1484.096753	1721.878029	1609.261166	1424.313114	1394.334936	1261.889005
T449DRAFT_1440	hypothetical protein	4692.954596	4692.717168	3542.877005	3846.731288	3681.875119	3840.947748
T449DRAFT_1441	Cation efflux family	907.7231019	783.7183005	1015.412996	879.5631174	737.4136345	779.2456958
T449DRAFT_1442	hypothetical protein	186.6020594	169.789644	197.3077387	165.5967598	220.704785	214.74438
T449DRAFT_1443	predicted membrane protein	753.3840154	861.4186461	844.0921307	827.0788985	900.9948281	948.2771633
T449DRAFT_1444	hypothetical protein	2752.816362	2354.032692	2171.347602	2221.530302	2157.713839	2317.538359
T449DRAFT_1445	LTXXQ motif family protein	2608.940942	2915.201855	2439.878622	2562.677725	2627.685205	2682.178568
T449DRAFT_1446	"transposase, IS30 family"	306.9342285	359.7238221	325.3171496	297.7122074	357.0224463	349.7569358
T449DRAFT_1447	transposase	14.82352808	25.90011519	15.39962838	13.5735049	22.0704785	13.82018287
T449DRAFT_1448	hypothetical protein	211.8892543	245.5714626	216.5572741	213.5564771	176.563828	227.5014719
T449DRAFT_1449	hypothetical protein	117.7162524	122.7857313	102.9850148	125.7811454	99.96628496	106.309099
T449DRAFT_1450	"sulfate permease-like transporter, MFS superfamily"	1802.36662	1598.133034	1671.822156	1560.953063	1673.461576	1674.36831
T449DRAFT_1452	YfdX protein	519.6954551	522.7986215	564.0113895	501.3147809	541.3758549	561.3120428
T449DRAFT_1453	hypothetical protein	257.2318108	265.7159966	318.5798122	268.755397	279.1266398	281.7191124
T449DRAFT_1456	Transposase	187.4740316	206.241658	229.0694722	226.2250816	214.2134678	198.7980152
T449DRAFT_1458	heavy metal response regulator	1784.055203	1748.737407	1896.079245	1756.411534	2134.345097	1873.166325
T449DRAFT_1459	"Enolase, N-terminal domain"	894.6435183	952.548681	1029.850148	1040.635376	850.3625539	892.9964318
T449DRAFT_1460	hypothetical protein	215.3771433	225.4269285	225.2195651	228.0348823	215.5117312	226.4383809
T449DRAFT_1461	hypothetical protein	925.1625467	1059.986196	1037.549962	938.3816386	1091.839554	931.2677075
T449DRAFT_1462	protein of unknown function DUF81	5182.131023	4761.784141	4120.363069	4104.627881	4110.302054	4980.581289
T449DRAFT_1463	protein CrcB	5438.490861	4681.206005	4076.089138	4218.645322	4655.5727	4892.344737
T449DRAFT_1464	hypothetical protein	3071.958202	2913.283327	2245.458314	2451.374985	2645.860893	3094.657873
T449DRAFT_1465	hypothetical protein	1313.190194	1424.506336	1227.157887	1301.24667	1320.33392	1231.059367
T449DRAFT_1466	CBS domain-containing protein	4457.522091	4362.730515	3782.533722	4064.812267	4286.865882	4339.537422
T449DRAFT_1467	hypothetical protein	584.2214009	563.0876896	573.6361573	545.6548969	505.0244786	618.7189563
T449DRAFT_1468	hypothetical protein	1278.311304	1130.012433	1043.324823	1010.773665	941.2409948	1114.119358
T449DRAFT_1469	soluble P-type ATPase	2584.52572	2281.128664	1782.506985	1689.44891	1835.744506	2145.317618
T449DRAFT_1470	universal stress protein UspA-like protein	1801.494648	1809.171009	1255.069713	1450.555223	1400.826253	1687.125402
T449DRAFT_1471	"Kef-type K+ transport system, membrane component"	3450.394154	2937.264916	2594.837383	2814.240016	2843.196936	3026.620049
T449DRAFT_1472	hypothetical protein	773.439377	667.6474139	623.6849495	627.0959263	693.2726775	683.5675067
T449DRAFT_1473	predicted permease	658.3390413	659.0140421	564.0113895	610.8077204	688.0796238	547.49186
T449DRAFT_1474	arabinose efflux permease family protein	2124.996349	2090.235222	2049.113052	1993.495419	2271.961022	1885.923417
T449DRAFT_1475	exonuclease III	1194.601969	1255.675955	1213.683212	1143.794013	1361.87835	1284.213916
T449DRAFT_1476	PaaX-like protein	537.1348999	570.7617978	546.6868076	528.4617907	611.4820807	519.8514942
T449DRAFT_1477	predicted permease	1210.297469	1247.042583	1233.895224	1308.485872	1463.142898	1157.706088
T449DRAFT_1478	hypothetical protein	591.1971788	675.3215221	657.3716366	739.3035668	819.2042313	709.0816905
T449DRAFT_1479	dihydroxyacid dehydratase	7396.940513	7633.819137	7076.129242	7947.739568	8835.98098	7639.371856
T449DRAFT_1480	"transposase, IS4 family"	7231.265787	8471.256195	7023.193019	8597.458002	8828.191399	8160.286441
T449DRAFT_1481	hypothetical protein	1919.2109	2077.764797	1887.416954	2167.236282	2118.765936	2182.525803
T449DRAFT_1483	hypothetical protein	1246.048331	1096.43821	1074.12408	1042.445176	1078.85692	1104.551539
T449DRAFT_1484	hypothetical protein	291.2387282	285.8605307	249.2814844	259.7063937	247.9683172	271.0882025
T449DRAFT_1485	arabinose efflux permease family protein	5228.345552	4217.881722	4203.136072	4455.729208	4359.568635	4188.578502
T449DRAFT_1486	hypothetical protein	3564.622517	2937.264916	3123.237131	3155.387439	2606.91299	2700.251115
T449DRAFT_1487	hypothetical protein	2272.359658	1872.482402	2193.484568	2142.803973	1463.142898	1758.352498
T449DRAFT_1488	dynamin family protein	2233.120907	2130.524291	1807.531381	1946.440602	2020.097914	2075.153613
T449DRAFT_1489	6-phosphogluconate dehydrogenase (decarboxylating)	2912.387282	2661.956284	2413.891749	2628.735449	2704.282748	3206.282427
T449DRAFT_1490	hypothetical protein	338.3252292	365.4794033	288.7430322	298.6171078	344.0398119	351.8831178
T449DRAFT_1491	PAS domain S-box	4954.546268	4522.927524	4445.680219	4555.268244	4571.185576	5002.9062
T449DRAFT_1492	response regulator containing a CheY-like receiver domain and an HD-GYP domain	2889.716004	2785.701279	2230.058685	2514.718007	2508.244968	2484.443644
T449DRAFT_1494	MutS domain V	1326.269777	1246.08332	1120.322965	1094.929395	1295.666914	1172.589362
T449DRAFT_1495	MutS domain V	1728.24898	1911.812207	1356.129774	1691.25871	2053.852764	1946.519603
T449DRAFT_1496	enolase	6154.38007	7267.38047	5604.502255	6885.386585	7607.823765	6733.618332
T449DRAFT_1497	hypothetical protein	501.384038	543.9024191	367.6661276	501.3147809	545.2706452	436.930397
T449DRAFT_1498	Protein of unknown function (DUF2874)	1553.854532	1891.667673	1606.373736	1737.408627	1886.37678	1902.932873
T449DRAFT_1499	predicted membrane protein	686.2421529	746.307023	672.771265	694.0585505	738.711898	721.8387824
T449DRAFT_1500	hypothetical protein	483.072621	435.5056407	489.9006779	510.3637842	395.9703495	433.741124
T449DRAFT_1501	cation/multidrug efflux pump	2660.387304	2476.818423	2741.133852	2533.720914	2744.528914	2722.576026
T449DRAFT_1502	"RND family efflux transporter, MFP subunit"	1007.99991	996.6748032	1121.285442	1054.20888	1055.488178	1088.605174
T449DRAFT_1503	outer membrane protein	477.8407876	528.5542026	588.0733089	524.8421894	594.604656	561.3120428
T449DRAFT_1504	signal transduction histidine kinase	1669.82684	1483.021411	1489.914046	1592.624575	1683.847683	1785.992864
T449DRAFT_1505	response regulator with CheY-like receiver domain and winged-helix DNA-binding domain	1471.889141	1410.117383	1272.394295	1413.45431	1281.386016	1430.920473
T449DRAFT_1506	Peptidase propeptide and YPEB domain	1324.525833	1289.250179	1307.043459	1334.727982	925.6618335	1376.702832
T449DRAFT_1509	transposase	320.8857843	282.9827401	289.705509	273.2798986	258.3544248	290.2238403
T449DRAFT_1512	plasma-membrane proton-efflux P-type ATPase	10093.95065	8856.880133	9426.497524	9306.899858	7189.782937	8572.765745
T449DRAFT_1514	hypothetical protein	850.1729341	968.8561609	746.8819766	816.2200945	794.5372259	1015.251896
T449DRAFT_1515	"phosphate ABC transporter substrate-binding protein, PhoT family"	1920.082873	1975.123599	1811.381289	1838.757464	1916.236839	1951.835058
T449DRAFT_1517	HdeA/HdeB family	1712.55348	1697.89644	1797.906614	1803.466351	1354.088769	1664.800491
T449DRAFT_1518	hypothetical protein	1534.671143	1389.972849	1660.272435	1579.05107	1097.032608	1266.141369
T449DRAFT_1519	YfdX protein	1118.740384	1132.890224	1291.643831	1232.474245	989.2767421	993.9900759
T449DRAFT_1520	PDZ domain	582.4774564	629.2768728	623.6849495	541.1303953	662.1143549	630.4129572
T449DRAFT_1521	Trypsin-like peptidase domain	1112.636578	1085.886311	1224.270456	1031.586372	942.5392582	1022.693533
T449DRAFT_1523	hypothetical protein	1236.456636	1324.742929	1165.559373	1379.068098	1387.843618	1229.996276
T449DRAFT_1524	FtsH-interacting integral membrane protein	744.664293	892.1150789	810.4054436	947.4306419	824.3972851	776.0564229
T449DRAFT_1525	hypothetical protein	363.6124241	373.1535115	406.1651986	373.7238349	272.6353226	395.4698484
T449DRAFT_1527	"alpha-1,4-glucan:alpha-1,4-glucan 6-glycosyltransferase"	4633.660484	4538.27574	4327.295576	4464.778211	4917.821915	4459.666704
T449DRAFT_1528	malic enzyme	2031.695319	2001.023715	2103.974228	2120.181465	1940.903844	1986.917061
T449DRAFT_1529	hypothetical protein	72.37369593	92.08929846	85.66043288	92.29983331	97.36975808	97.8043711
T449DRAFT_1530	transposase	170.0345868	195.6897592	237.7317632	183.6947663	162.2829301	161.5898305
T449DRAFT_1531	transposase	274.6712556	243.6529355	277.1933109	244.3230882	267.4422689	227.5014719
T449DRAFT_1533	transposase	18.31141704	28.77790577	33.68668709	19.00290686	16.87742473	18.07254683
T449DRAFT_1534	hypothetical protein	364.4843964	366.4386668	377.2908954	362.8650309	355.7241828	364.6402097
T449DRAFT_1535	hypothetical protein	200.5536152	203.3638674	194.4203083	207.2221748	171.3707742	205.1765611
T449DRAFT_1536	predicted metal-binding integral membrane protein	592.9411233	541.983892	450.4391302	492.2657776	694.570941	630.4129572
T449DRAFT_1537	hypothetical protein	723.7369593	767.4108205	615.0226585	723.0153609	858.1521345	756.9207851
T449DRAFT_1538	short-chain dehydrogenase of unknown substrate specificity	1062.934161	1253.757428	974.988972	1161.892019	1316.439129	1224.680821
T449DRAFT_1539	carbonic anhydrase	951.3217139	1106.030845	739.1821624	951.0502432	1238.543323	965.2866191
T449DRAFT_1540	Protein of unknown function (DUF938)	1078.629661	1301.720604	901.8407372	1095.834295	1267.105118	1223.61773
T449DRAFT_1542	"5,10-methylenetetrahydrofolate reductase"	365.3563686	399.0536267	371.5160347	368.2944329	399.8651398	418.8578502
T449DRAFT_1543	adenosylhomocysteinase	347.9169238	364.5201398	315.6923818	339.3376225	341.443285	368.8925736
T449DRAFT_1544	methionine adenosyltransferase	189.2179761	225.4269285	241.5816703	222.6054803	220.704785	211.5551071
T449DRAFT_1545	Protein of unknown function (DUF938)	178.7543092	211.9972392	212.707367	164.6918594	190.8447258	183.9147413
T449DRAFT_1546	"response regulator with CheY-like receiver, AAA-type ATPase, and DNA-binding domains"	1716.913341	1587.581135	1585.199247	1653.252897	1739.673011	1730.712132
T449DRAFT_1547	hypothetical protein	96.78891865	97.84487962	76.03566514	60.62832188	105.1593387	114.8138269
T449DRAFT_1549	"efflux transporter, outer membrane factor lipoprotein, NodT family"	4975.473602	4318.604393	4928.843559	5264.7101	4103.810737	4113.099041
T449DRAFT_1550	multidrug resistance efflux pump	1856.428899	1660.485163	1651.610144	1898.480885	1398.229726	1531.914117
T449DRAFT_1551	"ABC-type multidrug transport system, ATPase component"	1784.055203	1561.68102	1515.900919	1592.624575	1339.807871	1400.090834
T449DRAFT_1552	"ABC-type multidrug transport system, permease component"	942.6019915	763.5737664	842.1671772	814.4102939	688.0796238	752.6684211
T449DRAFT_1553	"ABC-type multidrug transport system, permease component"	605.1487346	550.6172637	461.9888515	565.5627041	471.2696291	489.0218555
T449DRAFT_1554	alpha-glucan phosphorylase	2683.930555	2771.312326	2632.373977	2816.049816	2818.529931	2610.951472
T449DRAFT_1555	Protein of unknown function (DUF2934)	297.3425339	325.1903352	304.1426606	317.6200146	372.6016076	315.7380241
T449DRAFT_1556	formylmethanofuran dehydrogenase subunit E	544.98265	486.3466075	489.9006779	442.4962597	479.0592097	501.7789474
T449DRAFT_1557	cation transport ATPase	1702.961785	1601.970088	1504.351198	1601.673578	1498.196011	1492.57975
T449DRAFT_1559	GMP synthase family protein	538.8788444	517.0430403	474.5010495	552.8940995	467.3748388	442.2458519
T449DRAFT_1560	universal stress protein UspA-like protein	585.9653453	644.6250893	586.1483553	615.332222	543.9723818	535.7978591
T449DRAFT_1561	small redox-active disulfide protein 2	102.8927243	98.80414314	96.24767739	95.91943461	97.36975808	91.42582516
T449DRAFT_1562	Predicted permease	755.9999321	733.8365971	749.7694069	750.1623707	678.9917797	673.9996878
T449DRAFT_1563	Protein of unknown function (DUF2934)	518.8234828	529.5134662	546.6868076	563.7529034	405.0581936	448.6243979
T449DRAFT_1564	signal transduction histidine kinase	889.4116849	810.5776792	917.2403656	852.4161076	986.6802152	985.485348
T449DRAFT_1565	response regulator with CheY-like receiver domain and winged-helix DNA-binding domain	762.1037378	608.1730753	768.0564656	652.4331354	655.6230377	700.5769626
T449DRAFT_1566	"chromate transporter, chromate ion transporter family"	640.0276242	540.065365	607.3228443	533.8911927	658.2195646	554.9334969
T449DRAFT_1568	hypothetical protein	777.7992382	741.5107053	671.8087882	866.8945128	730.9223173	731.4066013
T449DRAFT_1569	hypothetical protein	1414.338973	1447.52866	1199.24606	1380.877898	1434.581102	1248.068823
T449DRAFT_1570	outer membrane receptor protein	1030.671188	1012.982283	1079.89894	1037.015774	1200.893683	1037.576806
T449DRAFT_1571	hypothetical protein	2242.712601	2181.365257	2284.919861	2470.377891	2000.623963	2232.49108
T449DRAFT_1572	protein CrcB	2322.934048	2190.957893	2582.325184	2680.314767	2290.13671	2290.961084
T449DRAFT_1573	protein of unknown function DUF81	2669.978999	2454.755362	2901.867473	2930.972158	2683.510533	2859.714764
T449DRAFT_1574	lysophospholipase	1984.608818	1839.867442	1802.718998	1784.463444	2191.468688	2074.090522
T449DRAFT_1577	hypothetical protein	2316.830242	2130.524291	2189.634661	2001.639522	1873.394145	2160.200892
T449DRAFT_1578	"phosphoglycerol transferase family protein, alkaline phosphatase superfamily"	3392.843986	3291.233157	3075.113293	2988.885779	3759.770925	3409.332806
T449DRAFT_1579	hypothetical protein	998.4082149	1049.434297	865.2666198	837.0328021	1043.803807	962.0973462
T449DRAFT_1580	hypothetical protein	1009.743854	1106.990109	770.9438959	859.6553102	1047.698597	1108.803903
T449DRAFT_1581	hypothetical protein	331.3494512	420.1574242	324.3546728	361.0552303	372.6016076	374.2080286
T449DRAFT_1582	hypothetical protein	226.7127824	217.7528203	179.9831567	201.7927728	280.4249033	248.7632917
T449DRAFT_1583	Ca2+/Na+ antiporter	413.3148418	446.0575394	401.3528147	378.2483365	501.1296882	389.0913024
T449DRAFT_1584	hypothetical protein	79.34947385	68.10771032	79.88557224	80.53612906	103.8610753	78.66873328
T449DRAFT_1585	universal stress protein UspA-like protein	769.0795158	742.4699689	670.8463114	672.3409426	666.0091453	597.4571365
T449DRAFT_1586	"sulfate permease-like transporter, MFS superfamily"	362.7404519	442.2204853	519.7374579	403.5855456	472.5678925	418.8578502
